,0
98,2.8658361144411297
99,2.828859199777594
100,2.8206954578527053
101,2.7447018925887767
102,2.726546232030258
103,2.72746058972646
104,2.7272137437002733
105,2.7291711343966267
106,2.731832842094247
107,2.673730554348859
108,2.640961067238295
109,2.6376077793598234
110,2.586965063158977
111,2.5865646610951822
112,2.5884889937900297
113,2.5860994406386317
114,2.6127423233875535
115,2.610385360291466
116,2.562137976506957
117,2.559948466945916
118,2.55533562558567
119,2.591524556463095
120,2.553629443633729
121,2.655208932377331
122,2.658703754485484
123,2.6318180722978433
124,2.6318180722978433
125,2.5908237173141693
126,2.59082371731417
127,2.59082371731417
128,2.5551808820880346
129,2.647770714217388
130,2.5945347535376384
131,2.6331043737325373
132,2.5608086098393468
133,2.6189723206532847
134,2.624569964597408
135,2.624569964597408
136,2.6202592542670384
137,2.5790597688421055
138,2.633754024172194
139,2.6959007638219394
140,2.6378525021292534
141,2.646375700818975
142,2.606861110558397
143,2.666513677013997
144,2.7272867544736923
145,2.7868986446963238
146,2.994557779090903
147,2.9272766618341257
148,2.9885626323092684
149,2.9299571240335642
150,2.99592265395338
151,2.8964018435164096
152,3.0137334521744674
153,2.9066523786245098
154,2.9066523786245098
155,2.8986346407371646
156,2.8963629563262803
157,2.9250768719114104
158,2.9250768719114104
159,2.817005351491347
160,2.8645387939644427
161,2.7804217147422308
162,2.8235934524232165
163,3.0539594293437387
164,2.9917007988510007
165,2.8284238189588855
166,2.883095831586445
167,3.0271063228086095
168,2.9712931805523186
169,3.0741324737702374
170,2.893913494025473
171,3.0017223251791703
172,3.011797870394234
173,3.0121604835431257
174,2.9321019365106293
175,2.917597457407046
176,2.8815988018898695
177,2.876187374046361
178,2.878578377574436
179,2.9068604193919914
180,2.8540508653482366
181,2.8965319389844915
182,2.8958397658340034
183,2.8378455650055714
184,2.7986538110127546
185,2.653455344639551
186,2.658172810188216
187,2.6377302571148573
188,2.6866557371426163
189,2.6801628184377955
190,2.72050804778646
191,2.7971148470022618
192,2.7971148470022618
193,2.9569554300730916
194,2.8879754697259727
195,2.8434039225260777
196,2.83937149395864
197,2.667003322457791
198,2.6872720403438497
199,2.6901648647242626
200,2.7197838457307744
201,2.724391037716774
202,2.7178634701282314
203,2.7787222965040894
204,2.6303042669017587
205,2.581975871991372
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,2.9164863297394596
227,2.99174943117737
228,2.9943511217703986
229,3.0753716661594943
230,3.171191040276597
231,3.1939987853969765
232,3.144367603668409
233,0.0
234,0.0
235,3.0582379903199257
236,2.98576550524874
237,2.9745049697234314
238,3.222622450741855
239,3.293232665212406
240,3.12503489844607
241,3.0063847686531755
242,2.986343345044376
243,3.2689996968628563
244,3.2919535412800474
245,2.922400818388716
246,2.910812361142929
247,2.8499581416947475
248,2.8875435872892767
249,2.8875435872892767
250,2.9289512082111573
251,2.87450832116243
252,2.8274164368431607
253,2.7385800999967627
254,2.738714136015224
255,2.7394422977925146
256,2.717201707011137
257,2.691857319787063
258,2.691857319787063
259,2.651607552312479
260,2.569694589479019
261,2.5777546119895014
262,2.5523345353938542
263,2.5352798436057236
264,2.593918906098374
265,2.6276276411403896
266,2.6914910505763325
267,2.6814475692844626
268,2.707989502756703
269,2.6768422452930527
270,2.7503472424608355
271,2.6909012613031864
272,2.6692456639076196
273,2.655065629433196
274,2.6188241434535087
275,2.6242836622988865
276,2.6405554605840424
277,2.7218879418643054
278,2.6338133149584766
279,2.6372575527857673
280,2.6372575527857673
281,2.6100471997602623
282,2.6240597394484877
283,2.61412375809754
284,2.6638798611588963
285,2.6638798611588963
286,2.6792187517635906
287,2.7009064338210416
288,2.8347961902959318
289,2.7983942068763348
290,2.881974480852716
291,2.925420881474304
292,2.857383591351509
293,2.845988281968916
294,2.852235106615866
295,2.8585218582311023
296,2.9431060439655723
297,3.0119464009514187
298,3.1100297521792153
299,3.2664852168710796
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,3.2877833774167318
307,3.212666305827663
308,3.1577877047271388
309,3.050979487871045
310,2.9016180034053716
311,2.931662681000503
312,2.8766180630977423
313,2.8598789828440006
314,2.9381678493685057
315,2.885579072239612
316,2.943966678088774
317,2.9255206244112206
318,2.7995279758997555
319,2.763657962454309
320,2.655152321710216
321,2.6551523217102155
322,2.6495643233901243
323,2.624874785095576
324,2.5679160439152042
325,2.5060084738050046
326,3.1331593276288663
327,0.0
328,2.9816739188314916
329,2.5803099923173334
330,2.649228633015726
331,2.6196815569323397
332,2.585977135975495
333,0.0
334,0.0
335,0.0
336,2.6631043206521876
337,2.695616182476047
338,2.763112708016904
339,2.8347463365961834
340,2.9476782782929676
341,2.927175179325615
342,3.014736460436589
343,3.063768448237095
344,2.9630819619377258
345,2.9697680341984074
346,2.9548139159983178
347,2.986853557850535
348,3.061823816077071
349,2.9159494281492044
350,2.871897103864384
351,2.871711078566521
352,2.8297730314213387
353,2.7195536918641365
354,2.873471784694677
355,2.916291846919392
356,3.0518959437253
357,0.0
358,3.061513377468127
359,2.9620476744069504
360,3.509087836698145
361,3.4214936498882462
362,3.337544271405388
363,2.5991693033078294
364,2.7839425302187304
365,2.7542353639536032
366,2.768691189897248
367,2.746284147251847
368,2.6999911993840326
369,2.756388896415352
370,2.892276105106859
371,2.8665029442380665
372,2.865380220735667
373,2.8674318091990645
374,2.896495614734883
375,3.1046675833345327
376,0.0
377,3.1728161099740624
378,3.095263577358851
379,3.043102923771487
380,2.991607831043982
381,3.140752793783947
382,0.0
383,0.0
384,0.0
385,0.0
386,2.8823651677715523
387,2.966218691354522
388,3.085164622103978
389,3.039234634121523
390,3.1274310918303403
391,3.058870388127903
392,2.8805547706613295
393,2.8181117568320246
394,2.735013589632033
395,2.725934920147845
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,3.9336907305944053
451,0.0
452,0.0
453,3.5954694000732346
454,3.6371425360267704
455,3.619511056591973
456,3.4112151123485472
457,3.481142060252504
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,3.5633834476893034
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,4.191353425215697
507,4.019473262631856
508,4.076599532543501
509,0.0
510,0.0
511,0.0
512,3.9911214600837464
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,4.472857710939851
629,4.687808697896848
630,0.0
631,4.760261172580771
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,3.661324887193803
662,3.5851154687204354
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,5.301920408072541
706,5.459111811901907
707,5.299841152745147
708,0.0
709,5.558570912979548
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,6.1453706776406
718,0.0
719,6.3164961328326354
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,3.3874890075151285
755,3.4981701680301027
756,3.511502060140713
757,3.397552635909033
758,3.529574063461242
759,2.8861396901696907
760,2.8255907909911833
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,2.776545503423951
784,2.713619593877738
785,2.7767005291199283
786,2.966147623033693
787,2.979388527528879
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,2.8586735030025237
809,2.8649165079352423
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,3.5500630829966573
826,3.4457928390493158
827,3.399078739255623
828,0.0
829,0.0
830,0.0
831,0.0
832,2.8766023448040454
833,2.975422214852145
834,3.481968901484896
835,3.444892595677819
836,0.0
837,0.0
838,0.0
839,3.4200781805613123
840,3.8327371846101244
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,3.7962115679470028
864,0.0
865,3.893414723148532
866,3.856031645599283
867,3.8919118012911134
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,4.9031891727082435
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,5.171591857949593
1069,0.0
1070,5.22838920851228
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,6.599218627623003
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,5.543974794457078
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,5.555662416559913
1201,5.6872099278837585
1202,6.008491719224125
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,6.244124991752122
1208,6.25707074703798
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,4.810362647944492
1262,0.0
1263,5.551007329654385
1264,5.708571875495134
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,5.022633384509566
1354,5.025852011737943
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,3.7711125457095083
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,3.4394671577448626
1412,3.327311851301133
1413,3.390352251956006
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,3.412755565805657
1420,3.4624404603962646
1421,3.5703908380490743
1422,3.636046266116598
1423,3.658818442602464
1424,3.7566592261719505
1425,0.0
1426,0.0
1427,3.5439736637029795
1428,3.561688972362446
1429,3.545561010974606
1430,3.6732826857006677
1431,0.0
1432,3.5440844860511587
1433,0.0
1434,0.0
1435,0.0
1436,3.3979749113487125
1437,3.4388473840646547
1438,3.5318757991880436
1439,0.0
