,vm_a_pu,va_a_degree,vm_b_pu,va_b_degree,vm_c_pu,va_c_degree,p_a_mw,q_a_mvar,p_b_mw,q_b_mvar,p_c_mw,q_c_mvar,unbalance_percent
80,1.2856157905699814,-24.049135784697892,0.7582875528142902,-135.85021871048548,1.0144719333117762,72.29648773349685,0.0,0.0,5.499999999999993e-05,0.0003286841051788631,0.0,0.0,0.17895475349102288
81,1.2856158661904316,-24.049137553963227,0.7582877186773462,-135.84976586074552,1.014471885495176,72.29648373666329,0.0,0.0,4.49999999999999e-05,0.00032868410517886354,0.0,0.0,0.17908542582008524
82,1.2862896360053089,-24.057818486723818,0.7578304637391604,-135.8839307168501,1.0144209208365715,72.29795553428701,0.0,0.0,0.0,0.0,0.0,0.0,0.19008660130722962
83,1.286303478443475,-24.06319585812961,0.7579395959419001,-135.8840542203358,1.0144181090681055,72.29667153838417,0.0,0.0,0.0002279999999999999,0.0003286841051788631,0.0,0.0,0.19019631487808533
84,1.2862881471691394,-24.05783650436744,0.7578313928296396,-135.88402383902184,1.0143962714522132,72.3039122610017,0.0,0.0,0.0,0.0,0.0,0.0,0.1928453951400862
85,1.2863105030060777,-24.05355157363472,0.7576475132381628,-135.8745208811733,1.0144345619059933,72.29565583001197,0.0,0.0,0.0,0.0,0.0,0.0,0.1934212145655653
86,1.2863111634116489,-24.052622939153146,0.7576117532947847,-135.87317560198326,1.0144387135725803,72.29537828065824,0.0,0.0,0.0,0.0,0.0,0.0,0.19399229274284577
87,1.2862875563506313,-24.05784340267497,0.7578317562781274,-135.88406095170578,1.014386889220448,72.30627536253722,0.0,0.0,0.0,0.0,4.800000000000008e-05,0.00032868410517886354,0.19395289512083305
88,1.2863123368264644,-24.053572523004522,0.7576204635234152,-135.86468076464428,1.0144338916035018,72.29555582975095,0.0,0.0,4.300000000000007e-05,0.0003286841051788631,0.0,0.0,0.19630990295706496
89,1.2863197551705188,-24.04627336281087,0.7573858296379933,-135.86322972764253,1.0144685705649727,72.29390600714211,0.0,0.0,0.0,0.0,0.0,0.0,0.1977786221199344
